"player_id","player","first_name","last_name","display_last_comma_first","display_fi_last","birthdate","school","country","last_affiliation","height","weight_lbs","season_exp","jersey","position","rosterstatus","team_id","team_name","team_abbreviation","team_code","team_city","playercode","from_year","to_year","dleague_flag","height_inches","seasons_player","bmi","timeframe","career_pts","career_ast","career_reb","career_pie","nba_stats_url","career_all_star_appearances"
"203148","Brian Roberts","Brian","Roberts","Roberts, Brian","B. Roberts",1985-12-03,"Dayton","USA","Dayton/USA","6-1",173,"2","22","Guard","Active","1610612766","Hornets","CHA","hornets","Charlotte","brian_roberts",2012,2014,"N",73,2,22.8221054606868,"2014-15",5.3,2.6,1,"0.09","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203148",NA
"2557","Luke Ridnour","Luke","Ridnour","Ridnour, Luke","L. Ridnour",1981-02-13,"Oregon","USA","Oregon/USA","6-2",175,"11","13","Guard","Active","1610612753","Magic","ORL","magic","Orlando","luke_ridnour",2003,2014,"N",74,11,22.4662162162162,"2014-15",5.3,3.3,2.3,"0.081","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2557",NA
"201580","JaVale McGee","JaVale","McGee","McGee, JaVale","J. McGee",1988-01-19,"Nevada-Reno","USA","Nevada-Reno/USA","7-0",270,"6","34","Center","Active","1610612743","Nuggets","DEN","nuggets","Denver","javale_mcgee",2008,2014,"N",84,6,26.9005102040816,"2014-15",5.2,0,2.5,"0.075","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201580",NA
"203894","Shabazz Napier","Shabazz","Napier","Napier, Shabazz","S. Napier",1991-07-14,"Connecticut","USA","Connecticut/USA","6-1",175,"0","13","Guard","Active","1610612748","Heat","MIA","heat","Miami","shabazz_napier",2014,2014,"N",73,0,23.0859448301745,"2014-15",5.2,2.4,2.8,"0.081","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203894",NA
"203897","Zach LaVine","Zach","LaVine","LaVine, Zach","Z. LaVine",1995-03-10,"UCLA","USA","UCLA/USA","6-5",183,"0","8","Guard","Active","1610612750","Timberwolves","MIN","timberwolves","Minnesota","zach_lavine",2014,2014,"N",77,0,21.6982627761849,"2014-15",5.1,2.6,2.3,"0.033","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203897",NA
"203468","CJ McCollum","CJ","McCollum","McCollum, CJ","C. McCollum",1991-09-19,"Lehigh","USA","Lehigh","6-4",200,"1","3","Guard","Active","1610612757","Trail Blazers","POR","blazers","Portland","cj_mccollum",2013,2014,"Y",76,1,24.3421052631579,"2014-15",5,1.1,1.1,"0.068","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203468",NA
"201945","Gerald Henderson","Gerald","Henderson","Henderson, Gerald","G. Henderson",1987-12-09,"Duke","USA","Duke/USA","6-5",215,"5","9","Guard","Active","1610612766","Hornets","CHA","hornets","Charlotte","gerald_henderson",2009,2014,"N",77,5,25.4924945184685,"2014-15",5,1,2.5,"0.057","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201945",NA
"203112","Quincy Acy","Quincy","Acy","Acy, Quincy","Q. Acy",1990-10-06,"Baylor","USA","Baylor/USA","6-7",240,"2","4","Forward","Active","1610612752","Knicks","NYK","knicks","New York","quincy_acy",2012,2014,"Y",79,2,27.0341291459702,"2014-15",5,1,5.9,"0.063","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203112",NA
"2581","Steve Blake","Steve","Blake","Blake, Steve","S. Blake",1980-02-26,"Maryland","USA","Maryland/USA","6-3",172,"11","25","Guard","Active","1610612757","Trail Blazers","POR","blazers","Portland","steve_blake",2003,2014,"N",75,11,21.4961777777778,"2014-15",5,4.1,2.4,"0.084","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2581",NA
"202329","Al-Farouq Aminu","Al-Farouq","Aminu","Aminu, Al-Farouq","A. Aminu",1990-09-21,"Wake Forest","USA","Wake Forest/USA","6-9",215,"4","7","Forward","Active","1610612742","Mavericks","DAL","mavericks","Dallas","al-farouq_aminu",2010,2014,"N",81,4,23.0368846212468,"2014-15",4.9,0.5,4.4,"0.101","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202329",NA
"203903","Jordan Clarkson","Jordan","Clarkson","Clarkson, Jordan","J. Clarkson",1992-06-07,"Missouri","USA","Missouri/USA","6-5",185,"0","6","Guard","Active","1610612747","Lakers","LAL","lakers","Los Angeles","jordan_clarkson",2014,2014,"Y",77,0,21.9354022600776,"2014-15",4.9,0.7,1.4,"0.082","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203903",NA
"203497","Rudy Gobert","Rudy","Gobert","Gobert, Rudy","R. Gobert",1992-06-26,"France","France","France","7-1",245,"1","27","Center","Active","1610612762","Jazz","UTA","jazz","Utah","rudy_gobert",2013,2014,"Y",85,1,23.8387543252595,"2014-15",4.8,0.6,4.7,"0.126","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203497",NA
"2570","Kendrick Perkins","Kendrick","Perkins","Perkins, Kendrick","K. Perkins",1984-11-10,"Clifton J. Ozen HS (TX)","USA","Clifton J. Ozen HS (TX)/USA","6-10",270,"11","5","Center","Active","1610612760","Thunder","OKC","thunder","Oklahoma City","kendrick_perkins",2003,2014,"N",82,11,28.2287328970851,"2014-15",4.7,0.6,5.3,"0.082","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2570",NA
"203544","Pero Antic","Pero","Antic","Antic, Pero","P. Antic",1982-07-29,"Macedonia","Macedonia","Macedonia","6-11",260,"1","6","Forward-Center","Active","1610612737","Hawks","ATL","hawks","Atlanta","pero_antic",2013,2014,"N",83,1,26.5321527072144,"2014-15",4.7,0.7,3,"0.042","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203544",NA
"203994","Jusuf Nurkic","Jusuf","Nurkic","Nurkic, Jusuf","J. Nurkic",1994-08-23,NA,"Boznia & Herzegovina","Boznia & Herzegovina","6-11",280,"0","23","Center","Active","1610612743","Nuggets","DEN","nuggets","Denver","jusuf_nurkic",2014,2014,"N",83,0,28.5730875308463,"2014-15",4.6,0.6,4,"0.064","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203994",NA
"201585","Kosta Koufos","Kosta","Koufos","Koufos, Kosta","K. Koufos",1989-02-24,"Ohio State","USA","Ohio State/USA","7-0",265,"6","41","Center","Active","1610612763","Grizzlies","MEM","grizzlies","Memphis","kosta_koufos",2008,2014,"Y",84,6,26.4023526077098,"2014-15",4.5,0.5,3.9,"0.112","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201585",NA
"203089","John Henson","John","Henson","Henson, John","J. Henson",1990-12-28,"North Carolina","USA","North Carolina/USA","6-11",230,"2","31","Center-Forward","Active","1610612749","Bucks","MIL","bucks","Milwaukee","john_henson",2012,2014,"N",83,2,23.4707504717666,"2014-15",4.4,0.6,2.8,"0.107","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203089",NA
"204014","Damjan Rudez","Damjan","Rudez","Rudez, Damjan","D. Rudez",NA,NA,"Croatia","Croatia","6-10",200,"0","9","Forward","Active","1610612754","Pacers","IND","pacers","Indiana","damjan_rudez",2014,2014,"N",82,0,20.9101725163593,"2014-15",4.3,0.8,0.8,"0.028","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204014",NA
"200770","Jordan Farmar","Jordan","Farmar","Farmar, Jordan","J. Farmar",1986-11-30,"UCLA","USA","UCLA/USA","6-2",180,"7","1","Guard","Active","1610612746","Clippers","LAC","clippers","Los Angeles","jordan_farmar",2006,2014,"Y",74,8,23.1081081081081,"2014-15",4.3,2.2,0.9,"0.073","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200770",NA
"101187","Alan Anderson","Alan","Anderson","Anderson, Alan","A. Anderson",1982-10-16,"Michigan State","USA","Michigan State/USA","6-6",220,"5","6","Guard-Forward","Active","1610612751","Nets","BKN","nets","Brooklyn","alan_anderson",2005,2014,"Y",78,9,25.4207758053912,"2014-15",4.3,0.5,1.9,"0.024","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101187",NA
"203926","Doug McDermott","Doug","McDermott","McDermott, Doug","D. McDermott",1992-01-03,"Creighton","USA","Creighton/USA","6-8",225,"0","3","Forward","Active","1610612741","Bulls","CHI","bulls","Chicago","doug_mcdermott",2014,2014,"N",80,0,24.71484375,"2014-15",4.3,0.2,1.5,"0.057","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203926",NA
"201574","Jason Thompson","Jason","Thompson","Thompson, Jason","J. Thompson",1986-07-21,"Rider University","USA","Rider/USA","6-11",250,"6","34","Forward","Active","1610612758","Kings","SAC","kings","Sacramento","jason_thompson",2008,2014,"N",83,6,25.5116852953985,"2014-15",4.3,0.8,6.3,"0.039","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201574",NA
"202347","Quincy Pondexter","Quincy","Pondexter","Pondexter, Quincy","Q. Pondexter",1988-03-10,"Washington","USA","Washington/USA","6-7",220,"4","8","Guard-Forward","Active","1610612763","Grizzlies","MEM","grizzlies","Memphis","quincy_pondexter",2010,2014,"N",79,4,24.7812850504727,"2014-15",4.3,1.1,1.5,"0.023","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202347",NA
"203135","Robert Sacre","Robert","Sacre","Sacre, Robert","R. Sacre",1989-06-06,"Gonzaga","Canada","Canada","7-0",270,"2","50","Center","Active","1610612747","Lakers","LAL","lakers","Los Angeles","robert_sacre",2012,2014,"Y",84,2,26.9005102040816,"2014-15",4.2,0.5,1.3,"0.07","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203135",NA
"203925","Joe Harris","Joe","Harris","Harris, Joe","J. Harris",1991-09-07,"Virginia","USA","Virginia/USA","6-6",225,"0","12","Guard","Active","1610612739","Cavaliers","CLE","cavaliers","Cleveland","joe_harris",2014,2014,"N",78,0,25.9985207100592,"2014-15",4.1,1,1.4,"0.027","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203925",NA
"2584","Willie Green","Willie","Green","Green, Willie","W. Green",1981-07-28,"Detroit Mercy","USA","Detroit Mercy/USA","6-3",205,"11","34","Guard","Active","1610612753","Magic","ORL","magic","Orlando","willie_green",2003,2014,"N",75,11,25.6204444444444,"2014-15",4.1,0.9,0.7,"0.03","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2584",NA
"201162","Jared Dudley","Jared","Dudley","Dudley, Jared","J. Dudley",1985-07-10,"Boston College","USA","Boston College/USA","6-7",225,"7","9","Guard","Active","1610612749","Bucks","MIL","bucks","Milwaukee","jared_dudley",2007,2014,"N",79,7,25.3444960743471,"2014-15",3.9,1.3,1.8,"0.05","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201162",NA
"101179","Ronnie Price","Ronnie","Price","Price, Ronnie","R. Price",1983-06-21,"Utah Valley University","USA","Utah Valley University/USA","6-2",190,"9","9","Guard","Active","1610612747","Lakers","LAL","lakers","Los Angeles","ronnie_price",2005,2014,"N",74,9,24.3918918918919,"2014-15",3.9,4.2,2.3,"0.055","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101179",NA
"101133","Ian Mahinmi","Ian","Mahinmi","Mahinmi, Ian","I. Mahinmi",1986-11-05,"Rouen, France","France","Pau Orthez/France","6-11",250,"6","28","Center","Active","1610612754","Pacers","IND","pacers","Indiana","ian_mahinmi",2007,2014,"Y",83,7,25.5116852953985,"2014-15",3.8,0.7,4.8,"0.091","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101133",NA
"203516","James Ennis","James","Ennis","Ennis, James","J. Ennis",1990-07-01,"Long Beach State","USA","Long Beach State","6-7",208,"0","32","Forward","Active","1610612748","Heat","MIA","heat","Miami","james_ennis",2014,2014,"N",79,0,23.4295785931742,"2014-15",3.8,0.7,2.3,"0.112","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203516",NA
"202703","Nikola Mirotic","Nikola","Mirotic","Mirotic, Nikola","N. Mirotic",1991-02-11,NA,"Montenegro","Montenegro","6-10",220,"0","44","Forward","Active","1610612741","Bulls","CHI","bulls","Chicago","nikola_mirotic",2014,2014,"N",82,0,23.0011897679952,"2014-15",3.8,0.8,3.1,"0.074","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202703",NA
"201582","Alexis Ajinca","Alexis","Ajinca","Ajinca, Alexis","A. Ajinca",1988-05-06,"Saint Etienne, France","France","Saint Etienne, France","7-2",248,"4","42","Center","Active","1610612740","Pelicans","NOP","pelicans","New Orleans","alexis_ajinca",2008,2014,"Y",86,6,23.572742022715,"2014-15",3.8,0.1,2.9,"0.05","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201582",NA
"202087","Alonzo Gee","Alonzo","Gee","Gee, Alonzo","A. Gee",1987-05-29,"Alabama","USA","Alabama/USA","6-6",225,"5","1","Forward","Active","1610612743","Nuggets","DEN","nuggets","Denver","alonzo_gee",2009,2014,"Y",78,5,25.9985207100592,"2014-15",3.8,0.4,2.1,"0.054","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202087",NA
"202714","Shelvin Mack","Shelvin","Mack","Mack, Shelvin","S. Mack",1990-04-22,"Butler","USA","Butler/USA","6-3",207,"3","8","Guard","Active","1610612737","Hawks","ATL","hawks","Atlanta","shelvin_mack",2011,2014,"Y",75,3,25.8704,"2014-15",3.7,2.7,1.2,"0.097","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202714",NA
"202720","Jon Leuer","Jon","Leuer","Leuer, Jon","J. Leuer",1989-05-14,"Wisconsin","USA","Wisconsin/USA","6-10",228,"3","30","Forward","Active","1610612763","Grizzlies","MEM","grizzlies","Memphis","jon_leuer",2011,2014,"Y",82,3,23.8375966686496,"2014-15",3.6,0.5,2.6,"0.069","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202720",NA
"1889","Andre Miller","Andre","Miller","Miller, Andre","A. Miller",1976-03-19,"Utah","USA","Utah/USA","6-2",200,"15","24","Guard","Active","1610612764","Wizards","WAS","wizards","Washington","andre_miller",1999,2014,"N",74,15,25.6756756756757,"2014-15",3.5,3,1.5,"0.11","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=1889",NA
"203109","Jae Crowder","Jae","Crowder","Crowder, Jae","J. Crowder",1990-07-06,"Marquette","USA","Marquette/USA","6-6",235,"2","9","Forward","Active","1610612742","Mavericks","DAL","mavericks","Dallas","jae_crowder",2012,2014,"Y",78,2,27.1540105193951,"2014-15",3.5,0.5,0.5,"0.074","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203109",NA
"204028","Tarik Black","Tarik","Black","Black, Tarik","T. Black",1900-01-01,NA,NA,NA,"6-11",250,"0","10","Forward","Active","1610612745","Rockets","HOU","rockets","Houston","tarik_black",2014,2014,"N",83,0,25.5116852953985,"2014-15",3.4,0.2,4.6,"0.042","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204028",NA
"201946","Tyler Hansbrough","Tyler","Hansbrough","Hansbrough, Tyler","T. Hansbrough",1985-11-03,"North Carolina","USA","North Carolina/USA","6-9",250,"5","50","Forward-Center","Active","1610612761","Raptors","TOR","raptors","Toronto","tyler_hansbrough",2009,2014,"N",81,5,26.7870751409846,"2014-15",3.4,0.4,3.8,"0.057","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201946",NA
"203105","Festus Ezeli","Festus","Ezeli","Ezeli, Festus","F. Ezeli",1989-10-21,"Vanderbilt","Nigeria","Vanderbilt/Nigeria","6-11",265,"2","31","Center","Active","1610612744","Warriors","GSW","warriors","Golden State","festus_ezeli",2012,2014,"N",83,2,27.0423864131224,"2014-15",3.3,0.1,3,"0.056","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203105",NA
"201948","Austin Daye","Austin","Daye","Daye, Austin","A. Daye",1988-06-05,"Gonzaga","USA","Gonzaga/USA","6-11",220,"5","23","Forward","Active","1610612759","Spurs","SAS","spurs","San Antonio","austin_daye",2009,2014,"Y",83,5,22.4502830599506,"2014-15",3.3,0.5,1.6,"-0.021","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201948",NA
"203133","Robbie Hummel","Robbie","Hummel","Hummel, Robbie","R. Hummel",1989-03-08,"Purdue","USA","Purdue/USA","6-9",219,"1","4","Forward","Active","1610612750","Timberwolves","MIN","timberwolves","Minnesota","robbie_hummel",2013,2014,"N",81,1,23.4654778235025,"2014-15",3.1,0.4,2.3,"0.043","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203133",NA
"2210","Richard Jefferson","Richard","Jefferson","Jefferson, Richard","R. Jefferson",1980-06-21,"Arizona","USA","Arizona/USA","6-7",234,"13","24","Forward","Active","1610612742","Mavericks","DAL","mavericks","Dallas","richard_jefferson",2001,2014,"N",79,13,26.3582759173209,"2014-15",3.1,0.5,2.4,"0.056","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2210",NA
"2733","Shaun Livingston","Shaun","Livingston","Livingston, Shaun","S. Livingston",1985-09-11,"Peoria Central HS (IL)","USA","Peoria Central HS (IL)/USA","6-7",182,"9","34","Guard","Active","1610612744","Warriors","GSW","warriors","Golden State","shaun_livingston",2004,2014,"Y",79,10,20.5008812690274,"2014-15",3.1,2.1,1.2,"0.06","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2733",NA
"203917","Nik Stauskas","Nik","Stauskas","Stauskas, Nik","N. Stauskas",1993-10-07,"Michigan","Canada","Michigan/Canada","6-6",205,"0","10","Guard","Active","1610612758","Kings","SAC","kings","Sacramento","nik_stauskas",2014,2014,"N",78,0,23.6875410913872,"2014-15",3.1,0.8,0.6,"0.009","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203917",NA
"204037","Travis Wear","Travis","Wear","Wear, Travis","T. Wear",1990-09-21,"UCLA","USA","UCLA/USA","6-10",225,"0","6","Forward","Active","1610612752","Knicks","NYK","knicks","New York","travis_wear",2014,2014,"N",82,0,23.5239440809042,"2014-15",3,0.8,1.7,"0.025","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204037",NA
"2223","Samuel Dalembert","Samuel","Dalembert","Dalembert, Samuel","S. Dalembert",1981-05-10,"Seton Hall","Haiti","Seton Hall/Haiti","6-11",255,"12","11","Center","Active","1610612752","Knicks","NYK","knicks","New York","samuel_dalembert",2001,2014,"N",83,13,26.0219190013064,"2014-15",2.9,1.5,4.6,"0.084","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2223",NA
"2501","Reggie Evans","Reggie","Evans","Evans, Reggie","R. Evans",1980-05-18,"Iowa","USA","Iowa/USA","6-8",245,"12","30","Forward","Active","1610612758","Kings","SAC","kings","Sacramento","reggie_evans",2002,2014,"N",80,12,26.91171875,"2014-15",2.9,0.7,5.8,"0.073","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2501",NA
"203584","Troy Daniels","Troy","Daniels","Daniels, Troy","T. Daniels",1991-07-15,"Virginia Commonwealth","USA","Virginia Commonwealth","6-4",204,"1","30","Guard","Active","1610612745","Rockets","HOU","rockets","Houston","troy_daniels",2013,2014,"Y",76,1,24.8289473684211,"2014-15",2.9,0.3,0.1,"-0.03","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203584",NA
"203503","Tony Snell","Tony","Snell","Snell, Tony","T. Snell",1991-11-10,"New Mexico","USA","New Mexico/USA","6-7",200,"1","20","Forward","Active","1610612741","Bulls","CHI","bulls","Chicago","tony_snell",2013,2014,"N",79,1,22.5284409549752,"2014-15",2.9,0.3,1.3,"0.043","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203503",NA
"203492","Ray McCallum","Ray","McCallum","McCallum, Ray","R. McCallum",1991-06-12,"Detroit","USA","Detroit/USA","6-3",190,"1","3","Guard","Active","1610612758","Kings","SAC","kings","Sacramento","ray_mccallum",2013,2014,"Y",75,1,23.7457777777778,"2014-15",2.9,0.4,0.6,"0.024","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203492",NA
"101131","Jason Maxiell","Jason","Maxiell","Maxiell, Jason","J. Maxiell",1983-02-18,"Cincinnati","USA","Cincinnati/USA","6-7",260,"9","54","Forward","Active","1610612766","Hornets","CHA","hornets","Charlotte","jason_maxiell",2005,2014,"N",79,9,29.2869732414677,"2014-15",2.8,0,2,"0.029","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101131",NA
"204060","Joe Ingles","Joe","Ingles","Ingles, Joe","J. Ingles",1900-01-01,NA,NA,NA,"6-8",216,"0","2","Guard-Forward","Active","1610612762","Jazz","UTA","jazz","Utah","joe_ingles",2014,2014,"N",80,0,23.72625,"2014-15",2.6,1.6,1.6,"0.07","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204060",NA
"201177","Josh McRoberts","Josh","McRoberts","McRoberts, Josh","J. McRoberts",1987-02-28,"Duke","USA","Duke/USA","6-10",240,"7","4","Forward","Active","1610612748","Heat","MIA","heat","Miami","josh_mcroberts",2007,2014,"Y",82,7,25.0922070196312,"2014-15",2.6,0.4,2.7,"0.041","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201177",NA
"203115","Will Barton","Will","Barton","Barton, Will","W. Barton",1991-01-06,"Memphis","USA","Memphis/USA","6-6",175,"2","5","Guard","Active","1610612757","Trail Blazers","POR","blazers","Portland","will_barton",2012,2014,"Y",78,2,20.2210716633794,"2014-15",2.6,0.9,0.9,"0.004","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203115",NA
"201978","Chase Budinger","Chase","Budinger","Budinger, Chase","C. Budinger",1988-05-22,"Arizona","USA","Arizona/USA","6-7",209,"5","10","Forward","Active","1610612750","Timberwolves","MIN","timberwolves","Minnesota","chase_budinger",2009,2014,"N",79,5,23.542220797949,"2014-15",2.3,0,1.8,"0.073","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201978",NA
"202366","Jerome Jordan","Jerome","Jordan","Jordan, Jerome","J. Jordan",1986-09-29,"Tulsa","Jamaica","Tulsa/Jamaica","7-0",253,"1","9","Center","Active","1610612751","Nets","BKN","nets","Brooklyn","jerome_jordan",2011,2014,"Y",84,3,25.2067743764172,"2014-15",2.3,0.3,2,"0.084","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202366",NA
"200777","Joel Freeland","Joel","Freeland","Freeland, Joel","J. Freeland",1987-02-07,"England","Great Britain","Farnborough College (England)/Great Britain","6-10",225,"2","19","Center-Forward","Active","1610612757","Trail Blazers","POR","blazers","Portland","joel_freeland",2012,2014,"Y",82,2,23.5239440809042,"2014-15",2.1,0.4,2.9,"0.037","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200777",NA
"202333","Xavier Henry","Xavier","Henry","Henry, Xavier","X. Henry",1991-03-15,"Kansas","USA","Kansas/USA","6-6",220,"4","7","Forward-Guard","Active","1610612747","Lakers","LAL","lakers","Los Angeles","xavier_henry",2010,2014,"Y",78,4,25.4207758053912,"2014-15",2.1,0.4,0.5,"0.005","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202333",NA
"203960","JaKarr Sampson","JaKarr","Sampson","Sampson, JaKarr","J. Sampson",1993-03-20,"St. John's (N.Y.)","USA","St. John's (N.Y.)/USA","6-9",214,"0","9","Forward","Active","1610612755","76ers","PHI","sixers","Philadelphia","jakarr_sampson",2014,2014,"N",81,0,22.9297363206828,"2014-15",2,0.7,1.7,"-0.003","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203960",NA
"201229","Anthony Tolliver","Anthony","Tolliver","Tolliver, Anthony","A. Tolliver",1985-06-01,"Creighton","USA","Creighton/USA","6-8",240,"6","40","Forward","Active","1610612756","Suns","PHX","suns","Phoenix","anthony_tolliver",2008,2014,"Y",80,6,26.3625,"2014-15",1.9,0.2,2.2,"0.049","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201229",NA
"203145","Kent Bazemore","Kent","Bazemore","Bazemore, Kent","K. Bazemore",1989-07-01,"Old Dominion","USA","Old Dominion/USA","6-5",201,"2","24","Guard","Active","1610612737","Hawks","ATL","hawks","Atlanta","kent_bazemore",2012,2014,"Y",77,2,23.8325181312194,"2014-15",1.9,0.7,1.4,"0","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203145",NA
"201965","Jeff Ayres","Jeff","Ayres","Ayres, Jeff","J. Ayres",1987-04-29,"Arizona State","USA","Arizona State/USA","6-9",250,"4","11","Forward-Center","Active","1610612759","Spurs","SAS","spurs","San Antonio","jeff_ayres",2009,2014,"N",81,5,26.7870751409846,"2014-15",1.8,0.4,2.9,"0.053","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201965",NA
"202682","Derrick Williams","Derrick","Williams","Williams, Derrick","D. Williams",1991-05-25,"Arizona","USA","Arizona/USA","6-8",240,"3","13","Forward","Active","1610612758","Kings","SAC","kings","Sacramento","derrick_williams",2011,2014,"N",80,3,26.3625,"2014-15",1.6,0.3,0.9,"-0.013","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202682",NA
"203080","Thomas Robinson","Thomas","Robinson","Robinson, Thomas","T. Robinson",1991-03-17,"Kansas","USA","Kansas/USA","6-10",237,"2","41","Forward","Active","1610612757","Trail Blazers","POR","blazers","Portland","thomas_robinson",2012,2014,"N",82,2,24.7785544318858,"2014-15",1.6,0,3.6,"0.059","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203080",NA
"202962","Greg Smith","Greg","Smith","Smith, Greg","G. Smith",1991-01-08,"Fresno State","USA","Fresno State/USA","6-10",250,"3","4","Center","Active","1610612742","Mavericks","DAL","mavericks","Dallas","greg_smith",2011,2014,"Y",82,3,26.1377156454491,"2014-15",1.1,0.1,1.3,"0.037","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202962",NA
"2034","Mike Miller","Mike","Miller","Miller, Mike","M. Miller",1980-02-19,"Florida","USA","Florida/USA","6-8",218,"14","18","Forward","Active","1610612739","Cavaliers","CLE","cavaliers","Cleveland","mike_miller",2000,2014,"N",80,14,23.9459375,"2014-15",0.9,0.3,1.6,"-0.006","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2034",NA
"1905","Andrei Kirilenko","Andrei","Kirilenko","Kirilenko, Andrei","A. Kirilenko",1981-02-18,"St. Petersburg, Russia","Russia","St. Petersburg, Russia","6-9",235,"12","47","Forward","Active","1610612751","Nets","BKN","nets","Brooklyn","andrei_kirilenko",2001,2014,"N",81,13,25.1798506325255,"2014-15",0.4,0.1,1.1,"0.03","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=1905",NA
"201142","Kevin Durant","Kevin","Durant","Durant, Kevin","K. Durant",1988-09-29,"Texas","USA","Texas/USA","6-9",240,"7","35","Forward","Active","1610612760","Thunder","OKC","thunder","Oklahoma City","kevin_durant",2007,2014,"N",81,7,25.7155921353452,"2013-14",32,5.5,7.4,"0.206","http://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201142",NA
